7,6,6,6,6,6,6,6,6,6,6,6,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,7,9,12,16,26,33,37,41,50,60,68,83,87,99,105,114,122,128,134,139,148,156,163,167,177,185,189,196,202,211,214,220,223,224,232,232,232,235,235,238,244,247,249,261,261,261,261,263,263,264,271,271,274,275,277,277,277,278,278,279,279,280,280,280,281,282,282,283
7,6,6,6,6,6,6,6,6,6,6,6,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,15,24,30,35,46,56,63,69,74,91,97,107,113,123,135,137,143,156,158,164,172,186,188,196,201,205,206,207,210,223,226,231,231,234,241,242,244,248,248,248,253,255,258,266,267,267,267,267,268,275,276,278,278,279,279,279,279,279,279,279,280,282,282,283,283,284
7,6,6,6,6,6,6,6,6,6,6,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,8,8,13,17,21,23,32,34,43,50,55,61,80,84,92,101,104,116,122,130,141,153,160,161,169,180,189,191,194,197,213,216,217,217,218,230,232,234,238,239,240,246,246,249,254,255,256,257,257,257,257,258,263,263,265,273,273,274,275,277,277,277,277,277,277,278,278,278
7,6,6,6,6,6,6,6,6,6,5,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,9,13,20,25,31,32,50,54,57,63,67,80,89,94,99,108,119,123,132,143,155,159,168,179,189,193,197,199,214,214,220,223,231,233,241,243,244,246,247,252,260,260,261,262,264,264,272,273,274,275,275,275,278,278,278,279,280,280,280,281,281,281,281,282,282,282,282
7,6,6,6,6,6,6,6,6,6,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,8,13,17,21,25,32,40,49,52,60,66,72,86,96,102,107,118,132,143,151,154,165,178,184,190,199,207,211,219,219,229,229,239,240,244,244,246,253,254,254,259,259,260,263,265,265,265,266,268,268,268,269,277,277,277,278,278,278,278,278,278,278,278,280,280,280,281
7,6,6,6,6,6,6,6,6,6,6,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,6,9,11,12,17,26,33,39,47,51,59,68,76,86,95,100,111,123,131,143,156,163,175,184,185,189,205,212,214,214,217,222,229,229,230,234,236,238,247,247,248,251,252,256,261,261,263,264,264,264,265,265,267,267,267,268,275,275,276,276,276,276,276,276,276,276,276,278,278
7,6,6,6,6,6,6,6,6,6,6,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,10,10,15,18,28,33,41,51,59,68,84,92,102,116,126,130,139,149,156,167,177,184,188,191,200,204,208,209,219,222,223,231,231,232,245,246,246,252,253,253,256,256,256,263,264,264,265,267,272,272,272,272,272,272,277,278,278,278,278,279,279,279,279,279,279
7,6,6,6,6,6,6,6,6,6,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,6,9,16,19,26,35,39,45,55,68,78,89,97,102,117,125,130,141,160,165,172,177,183,186,194,198,212,213,221,223,234,236,242,244,246,249,249,253,256,256,256,258,259,260,266,266,266,266,267,269,269,272,272,277,278,278,279,279,279,280,280,280,280,280,281,281
7,6,6,6,6,6,6,6,6,6,6,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,10,15,18,24,32,39,47,52,63,70,77,86,92,101,109,119,129,141,150,158,169,172,173,181,192,194,195,205,206,220,221,229,229,232,240,241,243,247,249,249,252,253,255,259,259,260,261,261,262,264,265,267,269,269,270,277,277,278,278,279,279,279,281,281,281,281
7,6,6,6,6,6,6,6,6,6,6,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,12,17,25,29,40,49,54,63,67,75,86,88,104,112,116,129,140,140,151,167,174,176,184,198,205,205,205,219,222,226,228,235,236,244,244,245,248,249,254,262,262,262,263,263,263,269,270,273,277,277,277,279,279,279,279,284,284,284,284,284,284,284,284,284,284,284
