9,44,14324
9,49,14381
9,48,14209
9,45,14107
9,48,14307
9,48,14342
9,47,14279
9,49,14407
9,48,14421
9,48,14206
9,48,14233
9,48,14315
9,45,14260
9,47,14068
9,48,14252
9,45,14395
9,47,14377
9,44,14238
9,47,14302
9,48,14221
